-0.108782737	-0.513589119	1
-0.259215674	0.1075997282	1
-1.029218588	-0.307422308	1
-0.694371438	-0.450394778	1
0.3175905404	0.6649740243	1
-0.396371742	-2.313325082	1
-1.257774839	-0.320003062	1
-1.316386734	-1.009984249	1
-0.899528601	-0.697708064	1
-0.013395504	-2.070059193	1
0.6316890981	-0.733745577	1
1.5588305695	0.2358398796	1
0.8109111437	1.0311922822	1
0.6808349856	0.6381265886	1
-1.135299432	-0.274147616	1
0.7102459591	-1.539392821	1
1.287853445	-0.984777104	1
-0.339113913	-1.287491188	1
-0.42273971	-1.412667585	1
-0.407555991	-2.175239444	1
0.2798456751	1.3245697439	1
-0.180123238	0.6229417096	1
-0.661298037	-0.047329822	1
-1.527827843	0.933514013	1
-0.372069593	0.7534628978	1
-1.167996499	-0.395022025	1
-0.672547631	1.550544139	1
-0.479697299	-0.156916466	1
0.5427831965	2.0609532897	1
0.7393217567	0.1949634174	1
1.2781769982	-0.688707824	1
-1.291862822	-0.851758232	1
1.2773023584	1.8352342879	1
-1.525249739	0.3635935684	1
0.3436380858	-0.284116309	1
-0.992304024	-0.057316175	1
-0.3946792	0.542766607	1
-1.280114895	0.6614614671	1
-0.284963141	1.9418675567	1
-1.33820902	0.4813521248	1
-0.388175532	-0.260526266	1
1.3323647577	-1.044227255	1
-0.444542715	-0.411409752	1
-0.066086324	-0.717250048	1
-1.297115798	0.7371841871	1
-0.254162171	-0.383913955	1
0.3993993791	-0.656433634	1
-0.685361217	-0.647814374	1
-0.780776756	1.5734312176	1
-0.505613343	-0.735771918	1
3.6630883609	-0.193822076	2
1.4113700529	0.0957908269	2
4.2650139106	0.2087922803	2
4.7030806879	0.6516136616	2
3.5930831764	-0.624707119	2
3.0399029727	-1.349356671	2
2.8806746432	-1.049039301	2
2.3837406125	-1.340820171	2
3.2936952133	0.0718225594	2
3.131040633	-1.056506332	2
3.5978575834	1.2012533774	2
3.5511023323	0.6260027237	2
2.0870351833	-0.283497697	2
3.1827925567	0.2651742059	2
3.7094770647	0.3970471472	2
3.600389646	0.3455479901	2
2.6732493794	0.3027823699	2
3.2839304121	-0.679924075	2
1.4417205673	-0.427632937	2
2.7399725568	1.7594424118	2
3.9438789014	1.5007072894	2
3.6575448107	0.2297183324	2
0.8188807623	0.6278424893	2
2.5316358989	-0.693605439	2
3.1973348221	-0.517954561	2
4.5070646582	-1.061148858	2
3.2245630235	0.2959418056	2
3.0575096123	-2.420539376	2
3.1185160223	0.5684660871	2
3.3816745423	-0.495809998	2
1.974751201	-0.432286255	2
2.7945113469	1.4305446612	2
3.0407625138	0.038740838	2
2.3817281621	0.4916587201	2
3.5866964235	0.1946950767	2
2.2587578142	-0.912859064	2
4.6045422882	1.1089777661	2
3.5882141846	0.516235987	2
2.7633770919	-0.734352809	2
1.5497566423	2.2055078294	2
3.3304114505	-0.855960303	2
3.7660006215	2.1243653664	2
3.0566971261	0.2546655669	2
5.0810336651	-0.258790457	2
3.5035399699	-0.151148144	2
2.3113742717	-1.590644045	2
3.2127075612	0.1736521673	2
4.9951552499	0.5169629634	2
2.4808793111	-1.756664011	2
1.8818421538	0.1121052088	2
3.0102924445	3.5195049176	3
-0.72866407	1.3004713457	3
1.0373113183	4.0595683759	3
1.0016434914	2.752660227	3
0.9015546106	3.3156985988	3
0.7016696115	0.4272484714	3
0.7159805895	1.5462328883	3
0.3257378342	2.642270149	3
1.1276433413	2.5681946044	3
2.1222235134	1.7456584018	3
0.4025989966	3.3973508623	3
0.8065078523	2.1654056813	3
0.4063771011	3.9643390196	3
-1.538696117	1.9178621364	3
-1.320296474	2.8555960189	3
1.5589754572	1.318551476	3
-0.982772947	1.1122096342	3
1.38646704	0.0029850835	3
2.0939618285	1.2254549379	3
2.2675186579	0.9781717789	3
0.0551264843	1.1804542899	3
0.4532118685	-0.029938432	3
0.1239509806	2.6500431661	3
3.2190539648	2.0000936487	3
-0.20701289	3.0783162494	3
0.9246743182	3.0255923594	3
1.3028639198	1.5752352209	3
0.6927151612	1.9329587015	3
1.5523026591	0.0426985816	3
1.1945467413	2.8790890408	3
1.5741255063	1.8904394225	3
-0.110883347	1.44883344	3
0.6596204641	2.0120727542	3
1.61624958	2.8616142437	3
2.4556079289	2.9128631546	3
0.6144859271	1.2320163977	3
-0.029306973	2.9802219964	3
2.5512033161	4.0352878792	3
1.4569911737	0.4978324093	3
-0.946902876	2.7790216097	3
-0.500192572	1.5887773464	3
0.8925445129	3.7216746274	3
1.4198839421	2.3945498981	3
0.4014507336	0.8850321068	3
-0.632023768	1.0688589799	3
1.9912190252	2.040540129	3
1.3422091972	0.6171563263	3
0.9928689435	2.8559562403	3
0.3728566657	1.1408556249	3
0.9071930385	0.8782571007	3
