1.0374903389	0.0897184717	1
1.0195901245	0.1136038433	1
0.8404080874	0.1483482672	1
0.9459228057	0.3227346058	1
0.972068722	0.2578370156	1
0.9785013661	0.411490055	1
1.0328619526	0.5117883956	1
0.7313632403	0.2754853306	1
0.7297465284	0.7132959601	1
0.7816477443	0.6210088291	1
0.9254852529	0.4264887973	1
0.8823939323	0.8227034732	1
0.7868893198	0.6332152349	1
0.6792121097	0.6215058865	1
0.7204893885	0.6816066327	1
0.4604423768	1.0357438716	1
0.5594087037	0.9724940724	1
0.4377779851	0.8881759772	1
0.3344756801	1.0450037824	1
0.4543877266	0.9798994586	1
0.4082742772	1.1074310478	1
0.1321218699	0.876288163	1
0.0202340448	1.1098160023	1
0.05756298	0.9556137679	1
-0.00319721	1.046917547	1
0.0010601007	1.1346658732	1
-0.089129809	0.9098659817	1
-0.203018358	1.0128927257	1
-0.348516239	1.0009399504	1
-0.310532441	1.0623125462	1
-0.431303919	1.1050374571	1
-0.495886167	1.0096695581	1
-0.55740367	0.9206784716	1
-0.497254152	0.694048288	1
-0.653922382	0.6691855093	1
-0.652156844	0.6814199416	1
-0.886021852	0.7579614584	1
-0.682100445	0.548641419	1
-0.662199325	0.5408505151	1
-0.848251217	0.5140121064	1
-1.045463185	0.5236838402	1
-0.754617637	0.5026600806	1
-0.93403994	0.4028409392	1
-0.791358266	0.4740729261	1
-0.846668298	0.3180705725	1
-0.958161352	0.1572876539	1
-1.070690237	0.1585504757	1
-0.987342683	0.1744426188	1
-1.110664385	0.0918163736	1
-0.950334912	-0.020107757	1
-0.028147311	0.2797377191	1
0.1118193844	0.2578109559	1
0.0539270189	0.1389822932	1
-0.119078242	0.0659052862	1
-0.148371853	-0.015690432	1
0.134742387	0.0451949976	1
0.0112537096	0.0886203437	1
0.1079051956	-0.303857714	1
0.155446114	-0.160186957	1
0.2802582131	-0.243831053	1
0.0882026075	-0.420220768	1
0.2304336205	-0.300398105	1
0.3649948213	-0.341151542	1
0.4482902212	-0.499695711	1
0.5263404088	-0.37994695	1
0.1828324489	-0.630077114	1
0.4739806754	-0.463063871	1
0.4963214699	-0.632200341	1
0.537089358	-0.718988093	1
0.6189099625	-0.677956901	1
0.8092141842	-0.913581365	1
0.6986278728	-0.717313834	1
1.0593724823	-0.668369988	1
0.9066221537	-0.763551722	1
0.8948870112	-0.800383985	1
1.0412873968	-0.733545095	1
1.0119659895	-0.790617547	1
1.1796058365	-0.757062537	1
1.0536736138	-0.912002479	1
1.2480422929	-0.578141147	1
1.6375488294	-0.549039817	1
1.5417149478	-0.695972492	1
1.5740040581	-0.809343006	1
1.6595883364	-0.463581778	1
1.6530930518	-0.630908557	1
1.5705785532	-0.401331364	1
1.6310019992	-0.339518188	1
1.7592485117	-0.200486046	1
1.8513415436	-0.333166662	1
1.9424075097	-0.41123452	1
1.8838502208	-0.177352603	1
1.8817963066	0.0537225573	1
1.7374951132	-0.149918752	1
2.1088232673	0.0094397741	1
1.8843681985	-0.169815589	1
1.8237571258	0.1511791752	1
1.8752853395	0.1791609403	1
1.8974084099	0.010467083	1
2.081773707	0.1649159382	1
1.8228002606	0.3358264843	1
1.0376886466	0.2987731713	2
1.0858100038	0.0257613041	2
1.0238948873	0.2408628466	2
0.9129063769	-0.018522139	2
0.8812621518	0.1471723791	2
0.834208568	0.3646474887	2
1.1028875632	0.4627175444	2
0.8809875527	0.4899255828	2
0.8060200552	0.5125328659	2
0.8282686657	0.5322435636	2
0.7922892772	0.6756212809	2
0.7566389892	0.671098583	2
